AVL ID,Parameter Name,flespi Parameter Path,Data Type,Units,Description,Notes / Source
10349,can.mil.status,can.mil.status,boolean,N/A,Malfunction indicator lamp status read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10350,freezer.air.temperature,freezer.air.temperature,number,celsius,Freezer ambient air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10351,freezer.coolant.temperature,freezer.coolant.temperature,number,celsius,Freezer coolant temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10352,freezer.error.count,freezer.error.count,number,N/A,Freezer error count,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10353,freezer.compressor.rpm,freezer.compressor.rpm,number,rpm,Freezer compressor RPM,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10354,freezer.compressor.state,freezer.compressor.state,number,N/A,Freezer compressor configuration state,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10355,freezer.door.status,freezer.door.status,number,N/A,Freezer door status bitmask,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10356,freezer.installation.serial,freezer.installation.serial,string,N/A,Freezer installation serial,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10357,freezer.trailer.serial,freezer.trailer.serial,string,N/A,Freezer trailer serial,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10358,manual.can.extended,manual.can.extended,string,N/A,HEX representation of Manual CAN Extended,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.battery.charging.indicator.state,can.battery.charging.indicator.state,string,N/A,Vehicle parameter for battery charging condition indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.brake.failure.indicator.state,can.brake.failure.indicator.state,string,N/A,Vehicle parameter for brake failure/brake system malfunction indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.cooling.air.conditioning.indicator.state,can.cooling.air.conditioning.indicator.state,string,N/A,Vehicle parameter for cooling air conditioning indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.disabled.persons.indicator.state,can.disabled.persons.indicator.state,string,N/A,Vehicle parameter for provision for disabled/handicapped persons indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.engine.coolant.temperature.indicator.state,can.engine.coolant.temperature.indicator.state,string,N/A,Vehicle parameter for engine coolant temperature indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.engine.oil.indicator.state,can.engine.oil.indicator.state,string,N/A,Vehicle parameter for engine oil indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.front.fog.light.indicator.state,can.front.fog.light.indicator.state,string,N/A,Vehicle parameter for front fog light indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.fuel.level.indicator.state,can.fuel.level.indicator.state,string,N/A,Vehicle parameter for fuel level indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.hatch.open.indicator.state,can.hatch.open.indicator.state,string,N/A,Vehicle parameter for hatch open indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.hazard.warning.indicator.state,can.hazard.warning.indicator.state,string,N/A,Vehicle parameter for hazard warning indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.high.beam.indicator.state,can.high.beam.indicator.state,string,N/A,Vehicle parameter for high beam/main beam indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.low.beam.indicator.state,can.low.beam.indicator.state,string,N/A,Vehicle parameter for low beam/dipped beam indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.parking.brake.indicator.state,can.parking.brake.indicator.state,string,N/A,Vehicle parameter for parking brake indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.position.lights.indicator.state,can.position.lights.indicator.state,string,N/A,Vehicle parameter for position lights/side lights indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,can.turn.signals.indicator.state,can.turn.signals.indicator.state,string,N/A,Vehicle parameter for turn signals indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10428,fms.tell.tale,fms.tell.tale,string,N/A,FMS Tell Tale index parameter in HEX string view,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.abs.failure.indicator.state,can.abs.failure.indicator.state,string,N/A,Vehicle parameter for anti-lock brake system failure indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.engine.coolant.level.indicator.state,can.engine.coolant.level.indicator.state,string,N/A,Vehicle parameter for engine coolant level indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.engine.mil.indicator.state,can.engine.mil.indicator.state,string,N/A,Vehicle parameter for engine/MIL indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.engine.oil.level.indicator.state,can.engine.oil.level.indicator.state,string,N/A,Vehicle parameter for engine oil level indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.engine.oil.temperature.indicator.state,can.engine.oil.temperature.indicator.state,string,N/A,Vehicle parameter for engine oil temperature indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.malfunction.general.failure.indicator.state,can.malfunction.general.failure.indicator.state,string,N/A,Vehicle parameter for malfunction/general failure indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.park.heating.indicator.state,can.park.heating.indicator.state,string,N/A,Vehicle parameter for park heating indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.rear.fog.light.indicator.state,can.rear.fog.light.indicator.state,string,N/A,Vehicle parameter for rear fog light indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.service.maintenance.indicator.state,can.service.maintenance.indicator.state,string,N/A,Vehicle parameter for service/call for maintenance indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.steering.fluid.level.indicator.state,can.steering.fluid.level.indicator.state,string,N/A,Vehicle parameter for steering fluid level indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.tire.failure.indicator.state,can.tire.failure.indicator.state,string,N/A,Vehicle parameter for tire failure/malfunction indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.transmission.failure.indicator.state,can.transmission.failure.indicator.state,string,N/A,Vehicle parameter for transmission failure/malfunction indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.transmission.fluid.temperature.indicator.state,can.transmission.fluid.temperature.indicator.state,string,N/A,Vehicle parameter for transmission fluid temperature indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.windscreen.washer.fluid.indicator.state,can.windscreen.washer.fluid.indicator.state,string,N/A,Vehicle parameter for windscreen/windshield washer fluid indicator read from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,can.worn.brake.linings.indicator.state,can.worn.brake.linings.indicator.state,string,N/A,Vehicle parameter for worn brake linings indicator read from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10429,fms.tell.tale,fms.tell.tale,string,N/A,FMS Tell Tale index parameter in HEX string view,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.adblue.level.indicator.state,can.adblue.level.indicator.state,string,N/A,Vehicle parameter for AdBlue level indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.articulation.indicator.state,can.articulation.indicator.state,string,N/A,Vehicle parameter for articulation indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.brake.lights.indicator.state,can.brake.lights.indicator.state,string,N/A,Vehicle parameter for brake lights indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.bus.stop.brake.indicator.state,can.bus.stop.brake.indicator.state,string,N/A,Vehicle parameter for bus stop brake indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.engine.compartment.temperature.indicator.state,can.engine.compartment.temperature.indicator.state,string,N/A,Vehicle parameter for engine compartment temperature indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.engine.emission.failure.indicator.state,can.engine.emission.failure.indicator.state,string,N/A,Vehicle parameter for engine emission system failure (MIL) indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.esc.indicator.state,can.esc.indicator.state,string,N/A,Vehicle parameter for ESC indication read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.height.control.indicator.state,can.height.control.indicator.state,string,N/A,Vehicle parameter for height control (levelling) indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.kneeling.indicator.state,can.kneeling.indicator.state,string,N/A,Vehicle parameter for kneeling indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.lowering.indicator.state,can.lowering.indicator.state,string,N/A,Vehicle parameter for lowering indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.pram.request.indicator.state,can.pram.request.indicator.state,string,N/A,Vehicle parameter for pram request indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.raising.indicator.state,can.raising.indicator.state,string,N/A,Vehicle parameter for raising indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.retarder.indicator.state,can.retarder.indicator.state,string,N/A,Vehicle parameter for retarder indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.steering.failure.indicator.state,can.steering.failure.indicator.state,string,N/A,Vehicle parameter for steering failure indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,can.stop.request.indicator.state,can.stop.request.indicator.state,string,N/A,Vehicle parameter for stop request indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10430,fms.tell.tale,fms.tell.tale,string,N/A,FMS Tell Tale index parameter in HEX string view,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.abs.trailer.indicator.state,can.abs.trailer.indicator.state,string,N/A,Vehicle parameter for ABS trailer indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.adaptive.cruise.control.indicator.state,can.adaptive.cruise.control.indicator.state,string,N/A,Vehicle parameter for adaptive cruise control indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.airbag.indicator.state,can.airbag.indicator.state,string,N/A,Vehicle parameter for airbag indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.air.filter.clogged.indicator.state,can.air.filter.clogged.indicator.state,string,N/A,Vehicle parameter for air filter clogged indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.auxiliary.air.pressure.indicator.state,can.auxiliary.air.pressure.indicator.state,string,N/A,Vehicle parameter for auxiliary air pressure indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.ebs.indicator.state,can.ebs.indicator.state,string,N/A,Vehicle parameter for EBS indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.ebs.trailer.indicator.state,can.ebs.trailer.indicator.state,string,N/A,Vehicle parameter for EBS trailer indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.emergency.braking.system.indicator.state,can.emergency.braking.system.indicator.state,string,N/A,Vehicle parameter for advanced emergency braking system indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.esc.switched.off.indicator.state,can.esc.switched.off.indicator.state,string,N/A,Vehicle parameter for ESC switched off indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.fuel.filter.pressure.indicator.state,can.fuel.filter.pressure.indicator.state,string,N/A,Vehicle parameter for fuel filter differential pressure indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.lane.departure.indication.indicator.state,can.lane.departure.indication.indicator.state,string,N/A,Vehicle parameter for lane departure indication read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.lane.departure.warning.off.indicator.state,can.lane.departure.warning.off.indicator.state,string,N/A,Vehicle parameter for lane departure warning switched off indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.seat.belt.indicator.state,can.seat.belt.indicator.state,string,N/A,Vehicle parameter for seat belt indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.tachograph.indication.indicator.state,can.tachograph.indication.indicator.state,string,N/A,Vehicle parameter for tachograph indication read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,can.trailer.connected.indicator.state,can.trailer.connected.indicator.state,string,N/A,Vehicle parameter for trailer connected indicator read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10431,fms.tell.tale,fms.tell.tale,string,N/A,FMS Tell Tale index parameter in HEX string view,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10455,can.adblue.level,can.adblue.level,number,percentage,AdBlue (diesel exhaust fluid) level read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10464,freezer.datacold.din,freezer.datacold.din,boolean,N/A,Freezer datacold digital sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10465,freezer.datacold.din,freezer.datacold.din,boolean,N/A,Freezer datacold digital sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10466,freezer.datacold.din,freezer.datacold.din,boolean,N/A,Freezer datacold digital sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10467,freezer.datacold.din,freezer.datacold.din,boolean,N/A,Freezer datacold digital sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10468,freezer.datacold.ain,freezer.datacold.ain,number,volts,Freezer datacold analog sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10469,freezer.datacold.ain,freezer.datacold.ain,number,volts,Freezer datacold analog sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10470,freezer.datacold.ain,freezer.datacold.ain,number,volts,Freezer datacold analog sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10472,freezer.manufacturer.id,freezer.manufacturer.id,number,N/A,Fridge Manufacturer ID,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10473,freezer.battery.state,freezer.battery.state,number,N/A,Freezer battery state,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10474,freezer.fuel.sensor.state,freezer.fuel.sensor.state,number,N/A,Freezer fuel state flags,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10475,freezer.datacold.maintenance,freezer.datacold.maintenance,number,hours,Freezer Maintanence,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10476,freezer.datacold.maintenance,freezer.datacold.maintenance,number,hours,Freezer Maintanence,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10477,freezer.datacold.maintenance,freezer.datacold.maintenance,number,hours,Freezer Maintanence,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10478,freezer.datacold.maintenance,freezer.datacold.maintenance,number,hours,Freezer Maintanence,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10479,freezer.datacold.maintenance,freezer.datacold.maintenance,number,hours,Freezer Maintanence,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10480,freezer.run.mode,freezer.run.mode,string,N/A,Freezer run mode,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10487,sensor.humidity,sensor.humidity,number,percentage,"Humidity sensor value, i.e. relative air humidity level","flespi Teltonika protocol page, last retrieved 2025-11-28"
10488,sensor.humidity,sensor.humidity,number,percentage,"Humidity sensor value, i.e. relative air humidity level","flespi Teltonika protocol page, last retrieved 2025-11-28"
10489,sensor.humidity,sensor.humidity,number,percentage,"Humidity sensor value, i.e. relative air humidity level","flespi Teltonika protocol page, last retrieved 2025-11-28"
10490,sensor.humidity,sensor.humidity,number,percentage,"Humidity sensor value, i.e. relative air humidity level","flespi Teltonika protocol page, last retrieved 2025-11-28"
10491,sensor.humidity,sensor.humidity,number,percentage,"Humidity sensor value, i.e. relative air humidity level","flespi Teltonika protocol page, last retrieved 2025-11-28"
10492,sensor.humidity,sensor.humidity,number,percentage,"Humidity sensor value, i.e. relative air humidity level","flespi Teltonika protocol page, last retrieved 2025-11-28"
10493,can.dtc,can.dtc,array,N/A,"Diagnostic trouble code array read from CAN May content list of OBDII codes or list of objects with codes. Standard object parameter names used: *standard* - Protocol standard (J1939, J1708(J1587), OBDII) *mid* - Message Identifier (J1708) *sid* - Subsystem Identifier (J1708) *fmi* - Failure Mode Identifier (J1939, J1708) *spn* - Suspect Parameter Number (J1939) *sa* - Source Address (J1939, OBDII) *oc* - Occurrence Count (J1939) *cm* - Conversion Method (J1939) *status* - Status of error code (active, pending, historical, permanent)","flespi Teltonika protocol page, last retrieved 2025-11-28"
10494,can.dtc,can.dtc,array,N/A,"Diagnostic trouble code array read from CAN May content list of OBDII codes or list of objects with codes. Standard object parameter names used: *standard* - Protocol standard (J1939, J1708(J1587), OBDII) *mid* - Message Identifier (J1708) *sid* - Subsystem Identifier (J1708) *fmi* - Failure Mode Identifier (J1939, J1708) *spn* - Suspect Parameter Number (J1939) *sa* - Source Address (J1939, OBDII) *oc* - Occurrence Count (J1939) *cm* - Conversion Method (J1939) *status* - Status of error code (active, pending, historical, permanent)","flespi Teltonika protocol page, last retrieved 2025-11-28"
10495,can.dtc,can.dtc,array,N/A,"Diagnostic trouble code array read from CAN May content list of OBDII codes or list of objects with codes. Standard object parameter names used: *standard* - Protocol standard (J1939, J1708(J1587), OBDII) *mid* - Message Identifier (J1708) *sid* - Subsystem Identifier (J1708) *fmi* - Failure Mode Identifier (J1939, J1708) *spn* - Suspect Parameter Number (J1939) *sa* - Source Address (J1939, OBDII) *oc* - Occurrence Count (J1939) *cm* - Conversion Method (J1939) *status* - Status of error code (active, pending, historical, permanent)","flespi Teltonika protocol page, last retrieved 2025-11-28"
10496,can.dtc,can.dtc,array,N/A,"Diagnostic trouble code array read from CAN May content list of OBDII codes or list of objects with codes. Standard object parameter names used: *standard* - Protocol standard (J1939, J1708(J1587), OBDII) *mid* - Message Identifier (J1708) *sid* - Subsystem Identifier (J1708) *fmi* - Failure Mode Identifier (J1939, J1708) *spn* - Suspect Parameter Number (J1939) *sa* - Source Address (J1939, OBDII) *oc* - Occurrence Count (J1939) *cm* - Conversion Method (J1939) *status* - Status of error code (active, pending, historical, permanent)","flespi Teltonika protocol page, last retrieved 2025-11-28"
10500,ble.beacons,ble.beacons,array,N/A,Standard parameter names used: *id* - beacon identification string. Usually it is beacon's UUID or MAC-address *local_name* - Beacons's Local Name *rssi* - BLE signal level. Units = dBm *battery.voltage* - Beacon's battery voltage. Units = volts *battery.level* - Beacon's battery level. Units = percentage *temperature* - Beacon's temperature. Units = celsius,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10501,tacho.driver.time.before.warning,tacho.driver.time.before.warning,number,minutes,Tacho driver's hours rules pre warning time delay,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10502,tacho.out.of.scope.condition.status,tacho.out.of.scope.condition.status,boolean,N/A,Tacho out of scope condition is met. Indicates whether the vehicle is currently operating under an exemption from tachograph regulations.,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10503,tacho.next.calibration.timestamp,tacho.next.calibration.timestamp,number,N/A,Tacho next calibration timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10504,tacho.driver.daily.rest.end.timestamp,tacho.driver.daily.rest.end.timestamp,number,N/A,Tacho Driver end of last daily rest report timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10505,tacho.driver.weekly.rest.end.timestamp,tacho.driver.weekly.rest.end.timestamp,number,N/A,Tacho Driver end of last weekly rest period timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10506,tacho.driver.weekly.second.rest.end.timestamp,tacho.driver.weekly.second.rest.end.timestamp,number,N/A,Tacho Driver end of second last weekly rest period timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10507,tacho.driver.daily.driving.duration,tacho.driver.daily.driving.duration,number,seconds,"Current daily driving time read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10508,tacho.driver.weekly.driving.duration,tacho.driver.weekly.driving.duration,number,seconds,"Current weekly driving time read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10509,tacho.driver.daily.before.rest.duration,tacho.driver.daily.before.rest.duration,number,seconds,"Time left until new daily rest period read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10510,tacho.driver.daily.limit.exceed.number,tacho.driver.daily.limit.exceed.number,number,N/A,Tacho Driver number of times 9h daily driving time exceeds,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10511,tacho.driver.daily.rest.end.timestamp,tacho.driver.daily.rest.end.timestamp,number,N/A,Tacho Driver end of last daily rest report timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10512,tacho.driver.weekly.rest.end.timestamp,tacho.driver.weekly.rest.end.timestamp,number,N/A,Tacho Driver end of last weekly rest period timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10513,tacho.driver.weekly.second.rest.end.timestamp,tacho.driver.weekly.second.rest.end.timestamp,number,N/A,Tacho Driver end of second last weekly rest period timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10514,tacho.driver.daily.driving.duration,tacho.driver.daily.driving.duration,number,seconds,"Current daily driving time read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10515,tacho.driver.weekly.driving.duration,tacho.driver.weekly.driving.duration,number,seconds,"Current weekly driving time read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10516,tacho.driver.daily.before.rest.duration,tacho.driver.daily.before.rest.duration,number,seconds,"Time left until new daily rest period read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10518,driver.first.name,driver.first.name,string,N/A,Driver first name,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10518,driver.name,driver.name,string,N/A,Driver name,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10519,driver.last.name,driver.last.name,string,N/A,Drvier lsat name,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10519,driver.name,driver.name,string,N/A,Driver name,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10520,driver.first.name,driver.first.name,string,N/A,Driver first name,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10520,driver.name,driver.name,string,N/A,Driver name,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10521,driver.last.name,driver.last.name,string,N/A,Drvier lsat name,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10521,driver.name,driver.name,string,N/A,Driver name,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10522,tacho.driver.weekly.before.rest.duration,tacho.driver.weekly.before.rest.duration,number,seconds,"Time left until new weekly rest period read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10523,tacho.driver.weekly.before.rest.duration,tacho.driver.weekly.before.rest.duration,number,seconds,"Time left until new weekly rest period read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10524,tacho.driver.daily.minimum.rest.duration,tacho.driver.daily.minimum.rest.duration,number,seconds,Tacho Driver Minimum Daily Rest duration,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10525,tacho.driver.daily.minimum.rest.duration,tacho.driver.daily.minimum.rest.duration,number,seconds,Tacho Driver Minimum Daily Rest duration,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10526,tacho.driver.weekly.minimum.rest.duration,tacho.driver.weekly.minimum.rest.duration,number,seconds,Tacho Driver Minimum Weekly Rest duration,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10527,tacho.driver.weekly.minimum.rest.duration,tacho.driver.weekly.minimum.rest.duration,number,seconds,Tacho Driver Minimum Weekly Rest duration,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10528,tacho.driver.next.rest.duration,tacho.driver.next.rest.duration,number,seconds,"Duration of next rest period read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10529,tacho.driver.next.rest.duration,tacho.driver.next.rest.duration,number,seconds,"Duration of next rest period read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10530,tacho.driver.remaining.before.rest.duration,tacho.driver.remaining.before.rest.duration,number,seconds,"Duration remaining before next rest period read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10531,tacho.driver.remaining.before.rest.duration,tacho.driver.remaining.before.rest.duration,number,seconds,"Duration remaining before next rest period read from Tacho, indexed for driver number","flespi Teltonika protocol page, last retrieved 2025-11-28"
10532,tacho.driver.remaining.current.driving.duration,tacho.driver.remaining.current.driving.duration,number,seconds,Tacho Driver remaining current driving time,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10533,tacho.driver.remaining.shift.driving.duration,tacho.driver.remaining.shift.driving.duration,number,seconds,Tacho Driver remaining driving time on current shift,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10534,tacho.driver.remaining.weekly.driving.duration,tacho.driver.remaining.weekly.driving.duration,number,seconds,Tacho Driver remaining driving time of current week,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10535,tacho.driver.compensation.last.week.duration,tacho.driver.compensation.last.week.duration,number,seconds,Tacho Driver open compensation in the last week,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10536,tacho.driver.compensation.before.last.week.duration,tacho.driver.compensation.before.last.week.duration,number,seconds,Tacho Driver open compensation in week before last,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10537,tacho.driver.compensation.second.before.last.week.duration,tacho.driver.compensation.second.before.last.week.duration,number,seconds,Tacho Driver open compensation in 2nd week before last,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10538,tacho.driver.card.data.available.status,tacho.driver.card.data.available.status,boolean,N/A,Tacho Driver card data availability,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10538,tacho.driver.multi.manning.status,tacho.driver.multi.manning.status,boolean,N/A,Tacho Driver multi-manning detection status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10538,tacho.driver.remaining.reduced.daily.rest.periods,tacho.driver.remaining.reduced.daily.rest.periods,number,N/A,Tacho Driver remaining reduced daily rest periods. Range 0 to 3,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10538,tacho.driver.remaining.ten.hour.driving.times,tacho.driver.remaining.ten.hour.driving.times,number,N/A,Tacho Driver remaining 10h driving times. Range 0 to 2,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10538,tacho.driver.time.overlap.status,tacho.driver.time.overlap.status,boolean,N/A,Tacho Driver time overlap detection status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10538,tacho.driver.unknown.periods.present.status,tacho.driver.unknown.periods.present.status,boolean,N/A,Tacho Driver unknown periods presence,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10538,tacho.driver.weekly.rest.calculation.status,tacho.driver.weekly.rest.calculation.status,boolean,N/A,Tacho Driver weekly rest period calculation status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10539,tacho.driver.remaining.current.rest.duration,tacho.driver.remaining.current.rest.duration,number,seconds,Tacho Driver remaining time of current break/rest,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10540,tacho.driver.time.until.next.driving,tacho.driver.time.until.next.driving,number,seconds,Tacho Driver time left until next driving period,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10541,tacho.driver.next.driving.duration,tacho.driver.next.driving.duration,number,seconds,Tacho Driver duration of next driving period,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10611,payload.hex,payload.hex,string,N/A,HEX Payload received from device,"flespi Teltonika protocol page, last retrieved 2025-11-28"
