Property ID in AVL packet,Property Name,Bytes,Type,Value range Min,Value range Max,Multiplier,Units,Description,HW Support,Parameter Group
14,ICCID2,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,"Value of SIM ICCID, LSB",FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
243,Green driving event duration,2,Unsigned,0,65535,,ms,Duration of event that did generate Green driving,FMBXXX [Expand] FMB001 FMC001 FMB010 FMB110 FMB120 FMB122 FMB125 FMB130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB202 FMB204 FMB206 FMT100 FMP100 FMC001 FMC125 FMC130 FMC920 FMM001 FMM125 FMM130 FMC800 FMM800 FMM80A FMC880 FMM880 FMM920 FMC250,Eventual I/O elements
236,Alarm,1,Unsigned,0,1,,,0 – Reserved 1 – Alarm event occured,,Eventual I/O elements
259,EcoAverage,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,Element stores average accelerometer values in mg on all axis during Eco driving event 8 Bytes: 2B Zeros 2B - X axis 2B - Y axis 2B - Z axis,FMT100,Eventual I/O elements
260,EcoDuration,2,Unsigned,0,65535,,ms,Duration of Eco driving event in miliseconds,FMT100,Eventual I/O elements
283,Driving State,1,Unsigned,0,3,,,1 - Ignition ON 2 - Driving 3 - Ignition OFF,FMT100,Eventual I/O elements
284,Driving Records,2,Unsigned,0,65535,,,Number of Records between Ignition ON and Ignition OFF,FMT100,Eventual I/O elements
317,Crash event counter,1,Unsigned,0,255,,,Connects trace with specific eventual crash record,FMBXXX FMB001 FMC001 FMB010 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMC800 FMM800 FMM80A,Eventual I/O elements
391,Private mode,1,Unsigned,0,255,,,Private mode state: 0 - Private mode off 1 - Private mode on,FMBXXX FMB001 FMC001 FMB010 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FMB202 FMB204 FMB206 MTB100,Eventual I/O elements
449,Ignition On Counter,4,Unsigned,0,2147483647,,s,Duration in seconds which is counted while Ignition state is On,FMBXXX FMB001 FMC001 FMB010 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FMB202 FMB204 FMB206 MTB100,Eventual I/O elements
1412,Motorcycle Fall Detection,1,Unsigned,0,0,,,Fall detection event which is generated when all conditions are met,FMB965,Eventual I/O elements
256,VIN,17,ASCII,0,0xff,,,VIN number,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
30,Number of DTC,1,Unsigned,0,255,,,Number of DTC,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
31,Engine Load,1,Unsigned,0,100,,%,Calculated engine load value,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
32,Coolant Temperature,1,Signed,-128,127,,°C,Engine coolant temperature,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
33,Short Fuel Trim,1,Signed,-100,99,,%,Short term fuel trim 1,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
34,Fuel pressure,2,Unsigned,0,765,,kPa,Fuel pressure,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
35,Intake MAP,1,Unsigned,0,255,,kPa,Intake manifold absolute pressure,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
36,Engine RPM,2,Unsigned,0,16384,,rpm,Engine RPM,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
37,Vehicle Speed,1,Unsigned,0,255,,km/h,Vehicle speed,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
39,Intake Air Temperature,1,Signed,-128,127,,°C,Intake air temperature,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
40,MAF,2,Unsigned,0,65535,0.01,g/sec,MAF air flow rate,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
41,Throttle Position,1,Unsigned,0,100,,%,Throttle position,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
42,Runtime since engine start,2,Unsigned,0,65535,,s,Runtime since engine start,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
43,Distance Traveled MIL On,2,Unsigned,0,65535,,km,Distance ormattin MIL on,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
44,Relative Fuel Rail Pressure,2,Unsigned,0,5178,0.1,kPa,Relative fuel rail pressure,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
45,Direct Fuel Rail Pressure,2,Unsigned,0,65535,10,kPa,Direct Fuel Rail Pressure,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
46,Commanded EGR,1,Unsigned,0,100,,%,Commanded EGR,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
47,EGR Error,1,Signed,-100,100,,%,EGR error,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
48,Fuel Level,1,Unsigned,0,100,,%,Fuel level,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
49,Distance Since Codes Clear,2,Unsigned,0,65535,,km,Distance traveled since codes cleared,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
50,Barometic Pressure,1,Unsigned,0,255,,kPa,Barometic pressure,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
51,Control Module Voltage,2,Unsigned,0,65535,0.001,V,Control module voltage,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
52,Absolute Load Value,2,Unsigned,0,25700,,%,Absolute load value,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
759,Fuel Type,1,Unsigned,0,255,,,0 Not available 1 Gasoline 2 Methanol 3 Ethanol 4 Diesel 5 LPG 6 CNG 7 Propane 8 Electric 9 Bifuel running Gasoline 10 Bifuel running Methanol 11 Bifuel running Ethanol 12 Bifuel running LPG 13 Bifuel running CNG 14 Bifuel running Propane 15 Bifuel running Electricity 16 Bifuel running electric and combustion engine 17 Hybrid gasoline 18 Hybrid Ethanol 19 Hybrid Diesel 20 Hybrid Electric 21 Hybrid running electric and combustion engine 22 Hybrid Regenerative 23 Bifuel running diesel,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
53,Ambient Air Temperature,1,Signed,-128,127,,°C,Ambient air temperature,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
56,Absolute Fuel Rail Pressure,2,Unsigned,0,65535,10,kPa,Absolute fuel rail pressure,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
57,Hybrid battery pack life,1,Unsigned,0,100,,%,Hybrid battery pack remaining life,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
58,Engine Oil Temperature,1,Unsigned,0,215,,°C,Engine oil temperature,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
540,Throttle position group,1,Unsigned,0,100,–,%,Throttle Position Value From PID Group,FMBXXX FMB001FMB003FMC003FMC00AFMM003FMM00A,OBD elements
541,Commanded Equivalence R,1,Unsigned,0,200,0.01,,Fuel-Air Commanded Equivalence Ratio,FMBXXX FMB001FMB003FMC003FMC00AFMM003FMM00A,OBD elements
542,Intake MAP 2 bytes,2,Unsigned,0,2048,,kPa,Intake Manifold Absolute Pressure,FMBXXX FMB001FMB003FMC003FMC00AFMM003FMM00A,OBD elements
543,Hybrid System Voltage,2,Unsigned,0,1024,,V,Hybrid vehicle system voltage,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
544,Hybrid System Current,2,Signed,-3277,3277,,A,Hybrid vehicle system current,FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
281,Fault Codes,variable,ASCII,0,128,,,"Fault Codes (values separated via "","")",FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
60,Fuel Rate,2,Unsigned,0,32767,0.01,L/h,"Engine fuel rate, L/h*100",FMBXXX FMB001 FMC001 FMB010 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMT100 MTB100 FMB202 FMB204 FMB206 FMT100 MTB100 FMB140,OBD elements
389,OBD OEM Total Mileage,4,Unsigned,0,0xffffffff,,km,Total mileage received by requesting vehicle specific PID,FMB003,OBD OEM elements
390,OBD OEM Fuel Level,4,Unsigned,0,0xffffffff,0.1,l,Fuel level in litres received by requesting vehicle specific PID,FMB003,OBD OEM elements
402,OEM Distance Until Service,4,Unsigned,0,0xffffffff,,km,Distance till next service received by requesting vehicle specific PID,FMB001 FMC001 FMM001 FMB003 FMC003 FMM003,OBD OEM elements
411,OEM Battery charge level,1,Unsigned,0,100,,%,Represents battery charged level,FMB001 FMC001 FMM001 FMB003 FMC003 FMM003,OBD OEM elements
755,OEM Remaining distance,2,Unsigned,0,65535,,km,Remaining distance until fuel tank empty or battery (EV) depleted,FMB001 FMC001 FMM001 FMB003 FMC003 FMM003,OBD OEM elements
1151,OEM Battery State Of Health,2,Unsigned,0,100,,%,Battery State of Health,FMB001 FMC001 FMM001 FMB003 FMC003 FMM003,OBD OEM elements
1152,OEM Battery Temperature,2,Signed,-32768,32767,,°C,Battery pack temperature,FMB001 FMC001 FMM001 FMB003 FMC003 FMM003,OBD OEM elements
385,Beacon,Variable,HEX,0,1024,,,List of Beacon IDs,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
548,Advanced BLE Beacon data,1024,HEX,0,1024,,,List of Beacon Ids and their data when advanced Beacon mode is selected,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
25,BLE Temperature #1,2,Signed,-4000,12500,0.01*,°C,"Degrees ( °C ), -40 - +125; Error codes: 4000 - abnormal sensor state 3000 - sensor not found 2000 - failed sensor data parsing From firmware version 03.28.00 and up: 32767 - sensor not found 32766 - failed sensor data parsing 32765 - abnormal sensor state",FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
26,BLE Temperature #2,2,Signed,-4000,12500,0.01*,°C,"Degrees ( °C ), -40 - +125; Error codes: 4000 - abnormal sensor state 3000 - sensor not found 2000 - failed sensor data parsing From firmware version 03.28.00 and up: 32767 - sensor not found 32766 - failed sensor data parsing 32765 - abnormal sensor state",FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
27,BLE Temperature #3,2,Signed,-4000,12500,0.01*,°C,"Degrees ( °C ), -40 - +125; Error codes: 4000 - abnormal sensor state 3000 - sensor not found 2000 - failed sensor data parsing From firmware version 03.28.00 and up: 32767 - sensor not found 32766 - failed sensor data parsing 32765 - abnormal sensor state",FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
28,BLE Temperature #4,2,Signed,-4000,12500,0.01*,°C,"Degrees ( °C ), -40 - +125; Error codes: 4000 - abnormal sensor state 3000 - sensor not found 2000 - failed sensor data parsing From firmware version 03.28.00 and up: 32767 - sensor not found 32766 - failed sensor data parsing 32765 - abnormal sensor state",FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
29,BLE Battery #1,1,Unsigned,0,100,,%,Battery level of sensor #1,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
20,BLE Battery #2,1,Unsigned,0,100,,%,Battery level of sensor #2,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
22,BLE Battery #3,1,Unsigned,0,100,,%,Battery level of sensor #3,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
23,BLE Battery #4,1,Unsigned,0,100,,%,Battery level of sensor #4,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
86,BLE Humidity #1,2,Unsigned,0,1000,0.1*,%RH,Humidity From firmware version 03.28.00 and up: 65535 - sensor not found 65534 - failed sensor data parsing 65533 - abnormal sensor state,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
104,BLE Humidity #2,2,Unsigned,0,1000,0.1*,%RH,Humidity From firmware version 03.28.00 and up: 65535 - sensor not found 65534 - failed sensor data parsing 65533 - abnormal sensor state,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
106,BLE Humidity #3,2,Unsigned,0,1000,0.1*,%RH,Humidity From firmware version 03.28.00 and up: 65535 - sensor not found 65534 - failed sensor data parsing 65533 - abnormal sensor state,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
108,BLE Humidity #4,2,Unsigned,0,1000,0.1*,%RH,Humidity From firmware version 03.28.00 and up: 65535 - sensor not found 65534 - failed sensor data parsing 65533 - abnormal sensor state,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
270,BLE Fuel Level #1,2,Unsigned,0,65535,,,Fuel Level,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
273,BLE Fuel Level #2,2,Unsigned,0,65535,,,Fuel Level,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
276,BLE Fuel Level #3,2,Unsigned,0,65535,,,Fuel Level,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
